Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p
FetalFemaleGonad_Fetal mesenchymal progenitor	Fetal	Reproductive system	FetalFemaleGonad	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Immature gonad	UBERON:2005272	0.499951174346604	0.642296035430528	0.623616236162362	0.767016431043549	0.115195332485032
Fetal_HCA_Lung_Lymphatic endothelial cells	Fetal	Respiratory system	Fetal_HCA_Lung	Lymphatic endothelial cells	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.310663809601307	0.756350522371943	0.530627306273063	0.767742099699275	0.114784643884781
TS_Prostate_macrophage	Adult	Reproductive system	TS_Prostate	macrophage	Macrophage	CL:0000235	Prostate gland	UBERON:0002367	0.287585462936965	0.779399718039859	0.516605166051661	0.768928354718575	0.114114123917577
FetalAdrenalGland_Fetal epithelial progenitor	Fetal	Endocrine system	FetalAdrenalGland	Fetal epithelial progenitor	Epithelial fate stem cell	CL:0000036	Adrenal gland	UBERON:0002369	0.484602301874163	0.655484612630886	0.618450184501845	0.771414052566136	0.112712454015036
Placenta_Epithelial cell	Adult	Reproductive system	Placenta	Epithelial cell	Epithelial cell	CL:0000066	Placenta	UBERON:0001987	0.420132003797899	0.710334302856674	0.570848708487085	0.771512311452922	0.112657139265892
FetalKidney_Fetal mesenchymal progenitor	Fetal	Urinary system	FetalKidney	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Kidney	UBERON:0002113	0.402439994142122	0.722783333671966	0.563468634686347	0.773108228588869	0.11175970428509
FetalPancreas_CB CD34+	Fetal	Digestive system	FetalPancreas	CB CD34+	Hematopoietic stem cell	CL:0000037	Pancreas	UBERON:0001264	0.43568358686428	0.699569794362924	0.58450184501845	0.774572846955838	0.110937731496513
VentoTormo_2018_decidua_conventional dendritic cell (DC1)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	conventional dendritic cell (DC1)	Dendritic cell	CL:0000451	Decidua	UBERON:0002450	0.322082573596846	0.750269807650282	0.545018450184502	0.774582730678719	0.110932189837083
AdultStomach_Dendritic cell	Adult	Digestive system	AdultStomach	Dendritic cell	Dendritic cell	CL:0000451	Stomach	UBERON:0000945	0.419160278950885	0.719167773567195	0.569372693726937	0.775086350465455	0.110649911117428
AdultRectum_Enterocyte	Adult	Digestive system	AdultRectum	Enterocyte	Enterocyte	CL:0000584	Rectum	UBERON:0001052	0.50055350587399	0.655197011258915	0.625092250922509	0.775161417104078	0.110607851999349
van_Zyl_eye_2020_VascularEndo	Adult	Sensory system	van_Zyl_eye_2020	VascularEndo	Endothelial cell	CL:0000115	Eye	UBERON:0000970	0.377920359149602	0.738642495040621	0.554612546125461	0.77525229690694	0.110556938366958
Lake_2017_VisualCortex_Ex6a	Adult	Nervous system	Lake_2017_VisualCortex	Ex6a	Excitatory neuron	CL:0008030	Visual cortex	UBERON:0000411	0.37875216622915	0.73695797271908	0.556088560885609	0.775389258900676	0.110480219362437
TS_Skin_cd8-positive, alpha-beta memory t cell	Adult	Integumentary system	TS_Skin	cd8-positive, alpha-beta memory t cell	T cell	CL:0000084	Skin of body	UBERON:0002097	0.308485762528428	0.776482618409873	0.528413284132841	0.775825921943724	0.110235713819431
CordBloodCD34P_Antigen presenting cell (RPS high)	Neonatal	Reproductive system	CordBloodCD34P	Antigen presenting cell (RPS high)	Professional antigen presenting cell	CL:0000145	Umbilical cord blood	UBERON:0012168	0.51029226774513	0.654169863501878	0.627306273062731	0.775880374229448	0.110205233402763
TS_Lung_capillary endothelial cell	Adult	Respiratory system	TS_Lung	capillary endothelial cell	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.315058698598689	0.767156116775975	0.536162361623616	0.776730224863181	0.109729794837873
TS_Lymph_Node_type i nk t cell	Adult	Lymphatic system	TS_Lymph_Node	type i nk t cell	Natural killer cell	CL:0000623	Lymph node	UBERON:0000029	0.308318043957267	0.782029216297874	0.526568265682657	0.777148856538	0.109495787658165
TS_Lymph_Node_cd4-positive alpha-beta t cell	Adult	Lymphatic system	TS_Lymph_Node	cd4-positive alpha-beta t cell	T cell	CL:0000084	Lymph node	UBERON:0000029	0.308318043957267	0.782604419041815	0.526568265682657	0.777417474777604	0.109345701530595
AdultStomach_Endothelial cell (APC)	Adult	Digestive system	AdultStomach	Endothelial cell (APC)	Endothelial cell	CL:0000115	Stomach	UBERON:0000945	0.419160278950885	0.724139168711255	0.569372693726937	0.777603956622408	0.109241538288949
TS_Vasculature_lymphatic endothelial cells	Adult	Cardiovascular system	TS_Vasculature	lymphatic endothelial cells	Endothelial cell	CL:0000115	Vasculature	UBERON:0002049	0.308502383164261	0.779974920783799	0.529151291512915	0.777975565106047	0.109034043249719
AdultPleura_Stromal cell	Adult	Respiratory system	AdultPleura	Stromal cell	Stromal cell	CL:0000499	Pleura	UBERON:0000977	0.456347279812436	0.686792076265381	0.601107011070111	0.778073601426568	0.108979319229424
TS_Thymus_dn4 thymocyte	Adult	Lymphatic system	TS_Thymus	dn4 thymocyte	Thymocyte	CL:0000893	Thymus	UBERON:0002370	0.308469902638472	0.783426137247444	0.527675276752767	0.778567837035356	0.108703541134911
Fetal_HCA_Kidney_Mesangial cells	Fetal	Urinary system	Fetal_HCA_Kidney	Mesangial cells	Mesangial cell	CL:0000650	Kidney	UBERON:0002113	0.348125797434217	0.753310165011113	0.549815498154982	0.779262286818567	0.108316341370101
VentoTormo_2018_decidua_plasmacytoid dendritic cell (DC2)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	plasmacytoid dendritic cell (DC2)	Plasmacytoid dendritic cell	CL:0000784	Decidua	UBERON:0002450	0.322082573596846	0.76867629545639	0.545018450184502	0.7834317531771	0.105998830094601
AdultArtery_Endothelial cell (APC)	Adult	Cardiovascular system	AdultArtery	Endothelial cell (APC)	Endothelial cell	CL:0000115	Artery	UBERON:0001637	0.352579756361863	0.761034316144033	0.550553505535055	0.7834729436825	0.105975996786051
FetalSpinalCord_Macrophage	Fetal	Nervous system	FetalSpinalCord	Macrophage	Macrophage	CL:0000235	Spinal cord	UBERON:0002240	0.447152440967822	0.712881629294127	0.588191881918819	0.783752127725265	0.105821267139744
TS_Muscle_fast muscle cell	Adult	Muscular system	TS_Muscle	fast muscle cell	Cell of skeletal muscle	CL:0000188	Muscle organ	UBERON:0001630	0.315280576216688	0.778824515295918	0.538745387453875	0.783992726153781	0.105687966659859
Fetal_HCA_Adrenal_Erythroblasts	Fetal	Endocrine system	Fetal_HCA_Adrenal	Erythroblasts	Erythroblast	CL:0000765	Adrenal gland	UBERON:0002369	0.347913659329301	0.765882453557248	0.549077490774908	0.784808653694278	0.105236216852684
Fetal_HCA_Stomach_Ciliated epithelial cells	Fetal	Digestive system	Fetal_HCA_Stomach	Ciliated epithelial cells	Ciliated cell	CL:0000064	Stomach	UBERON:0000945	0.583144137345151	0.647555031946558	0.649446494464945	0.784829035407559	0.105224938242758
TS_Small_Intestine_mast cell	Adult	Digestive system	TS_Small_Intestine	mast cell	Mast cell	CL:0000097	Small intestine	UBERON:0002108	0.315138417933973	0.783343965426881	0.538007380073801	0.785601150886188	0.104797888990004
FetalLung_Proliferating T cell	Fetal	Respiratory system	FetalLung	Proliferating T cell	T cell	CL:0000084	Lung	UBERON:0002048	0.537080781454228	0.666125863393792	0.632841328413284	0.785693714848696	0.10474672097684
FetalStomach_Fetal mesenchymal progenitor	Fetal	Digestive system	FetalStomach	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Stomach	UBERON:0000945	0.526084710779422	0.670563141704192	0.628782287822878	0.785768209905449	0.104705545569926
TS_Blood_cd4-positive, alpha-beta t cell	Adult	Lymphatic system	TS_Blood	cd4-positive, alpha-beta t cell	T cell	CL:0000084	Blood	UBERON:0000178	0.31506746571887	0.784864144107297	0.537269372693727	0.785807277073127	0.1046839536636
TS_Large_Intestine_cd4-positive, alpha-beta t cell	Adult	Digestive system	TS_Large_Intestine	cd4-positive, alpha-beta t cell	T cell	CL:0000084	Large intestine	UBERON:0000059	0.315372100184725	0.784494370914763	0.539483394833948	0.78713272846653	0.10395202954646
CordBlood_B cell	Neonatal	Reproductive system	CordBlood	B cell	B cell	CL:0000236	Umbilical cord blood	UBERON:0012168	0.627332325771131	0.625491898125398	0.677121771217712	0.787401315235534	0.103803864121535
TS_Spleen_memory b cell	Adult	Lymphatic system	TS_Spleen	memory b cell	B cell	CL:0000236	Spleen	UBERON:0002106	0.315383565558643	0.785398260940956	0.540590405904059	0.788297451164493	0.103309877657572
TS_Spleen_plasma cell	Adult	Lymphatic system	TS_Spleen	plasma cell	Plasma cell	CL:0000786	Spleen	UBERON:0002106	0.315383565558643	0.785603690492363	0.540590405904059	0.78839257126407	0.103257476571973
Fetal_HCA_Intestine_Smooth muscle cells	Fetal	Digestive system	Fetal_HCA_Intestine	Smooth muscle cells	Smooth muscle cell	CL:0000192	Intestine	UBERON:0000160	0.434834305278088	0.734451732191909	0.57859778597786	0.78861714716593	0.103133784150213
AdultHeart_Dendritic cell	Adult	Cardiovascular system	AdultHeart	Dendritic cell	Dendritic cell	CL:0000451	Heart	UBERON:0000948	0.552370408810711	0.669207306664903	0.636162361623616	0.789277410224803	0.102770326885637
FetalPancreas_Erythroid cell	Fetal	Digestive system	FetalPancreas	Erythroid cell	Erythroid lineage cell	CL:0000764	Pancreas	UBERON:0001264	0.599863973671445	0.648130234690499	0.65830258302583	0.79008021156368	0.102328815454968
AdultTransverseColon_Smooth muscle cell	Adult	Digestive system	AdultTransverseColon	Smooth muscle cell	Smooth muscle cell	CL:0000192	Transverse colon	UBERON:0001157	0.435262651253827	0.732192007126427	0.583394833948339	0.790498333380236	0.102099041360526
TS_Eye_plasma cell	Adult	Sensory system	TS_Eye	plasma cell	Plasma cell	CL:0000786	Eye	UBERON:0000970	0.322107557446657	0.783385051337163	0.546125461254613	0.791067277962541	0.101786579453805
Fetal_HCA_Intestine_Mesothelial cells	Fetal	Digestive system	Fetal_HCA_Intestine	Mesothelial cells	Mesothelial cell	CL:0000077	Intestine	UBERON:0000160	0.434834305278088	0.742093711504266	0.57859778597786	0.79237816177942	0.101067502277087
FetalKidney_Endothelial cell	Fetal	Urinary system	FetalKidney	Endothelial cell	Endothelial cell	CL:0000115	Kidney	UBERON:0002113	0.402439994142122	0.765553766274996	0.563468634686347	0.794057435337222	0.100148083280854
FetalHeart_Erythroid cell	Fetal	Cardiovascular system	FetalHeart	Erythroid cell	Erythroid lineage cell	CL:0000764	Heart	UBERON:0000948	0.562796208038606	0.676068653681912	0.639483394833948	0.794871201804109	0.099703237227022
Fetal_HCA_Cerebellum_10k_Inhibitory interneurons	Fetal	Nervous system	Fetal_HCA_Cerebellum_10k	Inhibitory interneurons	Inhibitory neuron	CL:0008029	Cerebellum	UBERON:0002037	0.40911978418476	0.763335127119796	0.567527675276753	0.795607509643728	0.0993011262748015
Lake_2017_FrontalCortex_Ex2	Adult	Nervous system	Lake_2017_FrontalCortex	Ex2	Excitatory neuron	CL:0008030	Frontal cortex	UBERON:0001870	0.435105104290891	0.74772248121283	0.581180811808118	0.796733172527278	0.0986871003119924
Lake_2017_CerebellarHemisphere_OPC	Adult	Nervous system	Lake_2017_CerebellarHemisphere	OPC	Oligodendrocyte precursor cell	CL:0002453	Cerebellar hemisphere	UBERON:0002245	0.459611850448459	0.722290302748588	0.602583025830258	0.797297631839568	0.0983795258609075
Madissoon_2020_lung_Muscle_cells	Adult	Respiratory system	Madissoon_2020_lung	Muscle_cells	Muscle cell	CL:0000187	Lung	UBERON:0002048	0.408853692898689	0.77282597239482	0.566051660516605	0.799138331374125	0.0973780375164078
AdultPleura_Dendritic cell	Adult	Respiratory system	AdultPleura	Dendritic cell	Dendritic cell	CL:0000451	Pleura	UBERON:0000977	0.456347279812436	0.72787798654687	0.601107011070111	0.799198791968903	0.0973451812405775
Lake_2017_VisualCortex_Ex3b	Adult	Nervous system	Lake_2017_VisualCortex	Ex3b	Excitatory neuron	CL:0008030	Visual cortex	UBERON:0000411	0.37875216622915	0.787000611441934	0.556088560885609	0.799289272016295	0.097296016049755
AdultKidney_Monocyte	Adult	Urinary system	AdultKidney	Monocyte	Monocyte	CL:0000576	Kidney	UBERON:0002113	0.476424204651472	0.712470770191312	0.61549815498155	0.800017563633257	0.0969004783764631
Fetal_HCA_Intestine_Stromal cells	Fetal	Digestive system	Fetal_HCA_Intestine	Stromal cells	Stromal cell	CL:0000499	Intestine	UBERON:0000160	0.434834305278088	0.758117216514047	0.57859778597786	0.800116878742969	0.0968465679011548
AdultTransverseColon_Dendritic cell	Adult	Digestive system	AdultTransverseColon	Dendritic cell	Dendritic cell	CL:0000451	Transverse colon	UBERON:0001157	0.435262651253827	0.753721024113927	0.583394833948339	0.800998974705495	0.0963680398209194
Fetal_HCA_Eye_Smooth muscle cells	Fetal	Sensory system	Fetal_HCA_Eye	Smooth muscle cells	Smooth muscle cell	CL:0000192	Eye	UBERON:0000970	0.471033836202179	0.722454646389714	0.610332103321033	0.801999920786514	0.0958256746110753
Fetal_HCA_Heart_Visceral neurons	Fetal	Cardiovascular system	Fetal_HCA_Heart	Visceral neurons	Neuron	CL:0000540	Heart	UBERON:0000948	0.447663092185011	0.746325560263259	0.592619926199262	0.803103417152054	0.0952285261951063
Fetal_HCA_Eye_Photoreceptor cells	Fetal	Sensory system	Fetal_HCA_Eye	Photoreceptor cells	Photoreceptor cell	CL:0000210	Eye	UBERON:0000970	0.471033836202179	0.727015182430959	0.610332103321033	0.804270382453052	0.0945979240539438
Lake_2017_FrontalCortex_In8	Adult	Nervous system	Lake_2017_FrontalCortex	In8	Inhibitory neuron	CL:0008029	Frontal cortex	UBERON:0001870	0.435105104290891	0.764978563531056	0.581180811808118	0.804976584639753	0.094216752314923
Fetal_HCA_Cerebellum_10k_SLC24A4_PEX5L positive cells	Fetal	Nervous system	Fetal_HCA_Cerebellum_10k	SLC24A4_PEX5L positive cells	Neuron	CL:0000540	Cerebellum	UBERON:0002037	0.40911978418476	0.786959525531653	0.567527675276753	0.806617837575377	0.0933321782186803
TS_Kidney_endothelial cell	Adult	Urinary system	TS_Kidney	endothelial cell	Endothelial cell	CL:0000115	Kidney	UBERON:0002113	0.40784550032825	0.792711552971061	0.565313653136531	0.80783189595661	0.0926790034011378
FetalIntestine_Enterocyte progenitor	Fetal	Digestive system	FetalIntestine	Enterocyte progenitor	Enterocyte	CL:0000584	Intestine	UBERON:0000160	0.467933920916073	0.737163402270487	0.608118081180812	0.807953659305982	0.0926135477462606
TS_Thymus_erythrocyte	Adult	Lymphatic system	TS_Thymus	erythrocyte	Erythrocyte	CL:0000232	Thymus	UBERON:0002370	0.447454632183631	0.7617738625291	0.590405904059041	0.809133390256322	0.0919798765621423
Fetal_HCA_Heart_Megakaryocytes	Fetal	Cardiovascular system	Fetal_HCA_Heart	Megakaryocytes	Hematopoietic stem cell	CL:0000037	Heart	UBERON:0000948	0.447663092185011	0.759760652925306	0.592619926199262	0.809527463871645	0.0917684128703587
VentoTormo_2018_decidua_innate lymphoid cell (ILC3)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	innate lymphoid cell (ILC3)	Innate lymphoid cell	CL:0001065	Decidua	UBERON:0002450	0.462387755448766	0.74275108606877	0.606642066420664	0.809794455806709	0.0916252009200323
Fetal_HCA_Cerebellum_10k_Vascular endothelial cells	Fetal	Nervous system	Fetal_HCA_Cerebellum_10k	Vascular endothelial cells	Endothelial cell	CL:0000115	Cerebellum	UBERON:0002037	0.40911978418476	0.794231731651476	0.567527675276753	0.809925514824046	0.0915549193785444
Fetal_HCA_Cerebrum_10k_Oligodendrocytes	Fetal	Nervous system	Fetal_HCA_Cerebrum_10k	Oligodendrocytes	Oligodendrocyte	CL:0000128	Cerebral hemisphere	UBERON:0001869	0.424295233561598	0.789506851969105	0.573062730627306	0.811267801857797	0.0908357602516251
AdultPancreas_Macrophage	Adult	Digestive system	AdultPancreas	Macrophage	Macrophage	CL:0000235	Pancreas	UBERON:0001264	0.508885321666411	0.725084144647729	0.625830258302583	0.812330672652529	0.0902671480062764
Fetal_HCA_Eye_Ganglion cells	Fetal	Sensory system	Fetal_HCA_Eye	Ganglion cells	Retinal ganglion cell	CL:0000740	Eye	UBERON:0000970	0.471033836202179	0.745010811134252	0.610332103321033	0.813060154587988	0.0898773217624222
AdultFallopiantube_Smooth muscle cell	Adult	Reproductive system	AdultFallopiantube	Smooth muscle cell	Smooth muscle cell	CL:0000192	Fallopian tube	UBERON:0003889	0.565043537690659	0.710991677421178	0.640959409594096	0.813857216333953	0.089451781348519
FetalIntestine_Erythroid cell	Fetal	Digestive system	FetalIntestine	Erythroid cell	Erythroid lineage cell	CL:0000764	Intestine	UBERON:0000160	0.467933920916073	0.749530261265215	0.608118081180812	0.813924871594479	0.0894156803168724
Madissoon_2020_oesophagus_Dendritic_Cells	Adult	Digestive system	Madissoon_2020_oesophagus	Dendritic_Cells	Dendritic cell	CL:0000451	Esophagus	UBERON:0001043	0.452002261792766	0.7662111408395	0.595571955719557	0.814341737614383	0.0891933056577485
Fetal_HCA_Cerebrum_10k_Vascular endothelial cells	Fetal	Nervous system	Fetal_HCA_Cerebrum_10k	Vascular endothelial cells	Endothelial cell	CL:0000115	Cerebral hemisphere	UBERON:0001869	0.424295233561598	0.796943401730055	0.573062730627306	0.814627705757474	0.0890408234999945
Madissoon_2020_spleen_Platelet	Adult	Lymphatic system	Madissoon_2020_spleen	Platelet	Platelet	CL:0000233	Spleen	UBERON:0002106	0.47385080028084	0.747599223481985	0.613284132841328	0.816028781834169	0.0882945231440329
AdultLung_Smooth muscle cell	Adult	Respiratory system	AdultLung	Smooth muscle cell	Smooth muscle cell	CL:0000192	Lung	UBERON:0002048	0.551062613279707	0.722249216838306	0.635055350553505	0.81616715539949	0.0882208863034634
Lake_2017_FrontalCortex_Ex1	Adult	Nervous system	Lake_2017_FrontalCortex	Ex1	Excitatory neuron	CL:0008030	Frontal cortex	UBERON:0001870	0.435105104290891	0.790985944739239	0.581180811808118	0.81697473587214	0.0877913733830902
FetalAdrenalGland_Erythroid progenitor cell (RP high)	Fetal	Endocrine system	FetalAdrenalGland	Erythroid progenitor cell (RP high)	Erythroid progenitor cell	CL:0000038	Adrenal gland	UBERON:0002369	0.484602301874163	0.74414800701834	0.618450184501845	0.817372841279057	0.0875797966202564
Lake_2017_FrontalCortex_Per	Adult	Nervous system	Lake_2017_FrontalCortex	Per	Pericyte cell	CL:0000669	Frontal cortex	UBERON:0001870	0.435105104290891	0.792300693868246	0.581180811808118	0.817567941008894	0.087476146705337
FetalIntestine_Fetal mesenchymal progenitor	Fetal	Digestive system	FetalIntestine	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Intestine	UBERON:0000160	0.467933920916073	0.758404817886017	0.608118081180812	0.818133268224019	0.0871759470131334
FetalHeart_Fetal mesenchymal progenitor	Fetal	Cardiovascular system	FetalHeart	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Heart	UBERON:0000948	0.562796208038606	0.721756185914929	0.639483394833948	0.818405101704534	0.0870316720192326
CordBloodCD34P_CB CD34+	Neonatal	Reproductive system	CordBloodCD34P	CB CD34+	Hematopoietic stem cell	CL:0000037	Umbilical cord blood	UBERON:0012168	0.51029226774513	0.736752543167672	0.627306273062731	0.818882808235127	0.0867782464429081
CordBloodCD34P_Erythroid progenitor cell (RP high)	Neonatal	Reproductive system	CordBloodCD34P	Erythroid progenitor cell (RP high)	Erythroid progenitor cell	CL:0000038	Umbilical cord blood	UBERON:0012168	0.51029226774513	0.736752543167672	0.627306273062731	0.818882808235127	0.0867782464429081
FetalMaleGonad_Primordial germ cell	Fetal	Reproductive system	FetalMaleGonad	Primordial germ cell	Primordial germ cell	CL:0000670	Immature gonad	UBERON:2005272	0.473435958383917	0.757500927859824	0.611808118081181	0.819865683884342	0.0862572909404771
Enge_2017_Pancreas_type B pancreatic cell	Adult	Digestive system	Enge_2017_Pancreas	type B pancreatic cell	Type B pancreatic cell	CL:0000169	Pancreas	UBERON:0001264	0.454962936645725	0.776934563422969	0.598523985239852	0.821069508893654	0.0856200754613828
Voigt_2019_retina_1_Macrophage	Adult	Sensory system	Voigt_2019_retina_1	Macrophage	Macrophage	CL:0000235	Retina	UBERON:0000966	0.49119312706278	0.748955058521275	0.621033210332103	0.821155247252048	0.0855747275930932
Fetal_HCA_Placenta_Trophoblast giant cells	Fetal	Reproductive system	Fetal_HCA_Placenta	Trophoblast giant cells	Trophoblast cell	CL:0000351	Placenta	UBERON:0001987	0.565102531345942	0.7264810655973	0.642435424354244	0.822370513435718	0.0849324699462409
TS_Bone_Marrow_erythrocyte	Adult	Lymphatic system	TS_Bone_Marrow	erythrocyte	Erythrocyte	CL:0000232	Bone marrow	UBERON:0002371	0.446440692558642	0.795628652601047	0.587453874538745	0.82288665065166	0.0846599829976533
Lake_2017_CerebellarHemisphere_End	Adult	Nervous system	Lake_2017_CerebellarHemisphere	End	Endothelial cell	CL:0000115	Cerebellar hemisphere	UBERON:0002245	0.459611850448459	0.776236102948184	0.602583025830258	0.823153911872733	0.0845189535756557
Fetal_HCA_Stomach_ENS glia	Fetal	Digestive system	Fetal_HCA_Stomach	ENS glia	Glial cell	CL:0000125	Stomach	UBERON:0000945	0.583144137345151	0.720523608606484	0.649446494464945	0.823301910269999	0.0844408769135652
TS_Bladder_smooth muscle cell	Adult	Urinary system	TS_Bladder	smooth muscle cell	Smooth muscle cell	CL:0000192	Bladder organ	UBERON:0018707	0.439615771988806	0.798586838141314	0.585977859778598	0.823311535244031	0.0844357997375929
AdultKidney_Ureteric bud cell	Adult	Urinary system	AdultKidney	Ureteric bud cell	Epithelial cell	CL:0000066	Kidney	UBERON:0002113	0.637869647582778	0.68814791130467	0.680442804428044	0.823532492820961	0.0843192608846889
FetalSkin_Erythroid cell	Fetal	Integumentary system	FetalSkin	Erythroid cell	Erythroid lineage cell	CL:0000764	Skin of body	UBERON:0002097	0.656397150703287	0.672617437218267	0.697416974169742	0.824176309421808	0.083979873232023
CordBlood_CB CD34+	Neonatal	Reproductive system	CordBlood	CB CD34+	Hematopoietic stem cell	CL:0000037	Umbilical cord blood	UBERON:0012168	0.627332325771131	0.69311930644873	0.677121771217712	0.824351376334749	0.0838876326282445
FetalKidney_Erythroid cell	Fetal	Urinary system	FetalKidney	Erythroid cell	Erythroid lineage cell	CL:0000764	Kidney	UBERON:0002113	0.567639390737587	0.7286997047525	0.644649446494465	0.824676220981498	0.0837165278636991
TS_Fat_myofibroblast cell	Adult	Integumentary system	TS_Fat	myofibroblast cell	Myofibroblast cell	CL:0000186	Perirenal fat	UBERON:0005406	0.447264855827044	0.79957289998807	0.588929889298893	0.825533534633326	0.0832652802323247
TS_Lymph_Node_nk cell	Adult	Lymphatic system	TS_Lymph_Node	nk cell	Natural killer cell	CL:0000623	Lymph node	UBERON:0000029	0.447279128377604	0.799120954974973	0.589667896678967	0.825777129857301	0.0831371492093347
Madissoon_2020_spleen_DC_activated	Adult	Lymphatic system	Madissoon_2020_spleen	DC_activated	Dendritic cell	CL:0000451	Spleen	UBERON:0002106	0.47385080028084	0.769210412290049	0.613284132841328	0.826174548533899	0.0829281882041924
FetalSpinalCord_Antigen presenting cell (RPS high)	Fetal	Nervous system	FetalSpinalCord	Antigen presenting cell (RPS high)	Professional antigen presenting cell	CL:0000145	Spinal cord	UBERON:0002240	0.625169818348458	0.702322550351784	0.674169741697417	0.827478689867272	0.0822431818328746
FetalSpinalCord_Erythroid cell	Fetal	Nervous system	FetalSpinalCord	Erythroid cell	Erythroid lineage cell	CL:0000764	Spinal cord	UBERON:0002240	0.625169818348458	0.702569065813473	0.674169741697417	0.827602912749195	0.082177989503794
Fetal_HCA_Lung_Megakaryocytes	Fetal	Respiratory system	Fetal_HCA_Lung	Megakaryocytes	Megakaryocyte	CL:0000556	Lung	UBERON:0002048	0.460002250978901	0.785398260940956	0.603690036900369	0.827966067480995	0.0819874615336391
FetalSkin_Fetal mesenchymal progenitor	Fetal	Integumentary system	FetalSkin	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Skin of body	UBERON:0002097	0.656397150703287	0.681081134736254	0.697416974169742	0.82860739736095	0.0816511938729883
TS_Lung_dendritic cell	Adult	Respiratory system	TS_Lung	dendritic cell	Dendritic cell	CL:0000451	Lung	UBERON:0002048	0.45464605533782	0.79764186220484	0.596309963099631	0.829086566242148	0.0814001217072339
TS_Trachea_smooth muscle cell	Adult	Respiratory system	TS_Trachea	smooth muscle cell	Smooth muscle cell	CL:0000192	Trachea	UBERON:0003126	0.454678559639053	0.798915525423566	0.597047970479705	0.830087160507932	0.0808763035995471
TS_Small_Intestine_cd8-positive, alpha-beta t cell	Adult	Digestive system	TS_Small_Intestine	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Small intestine	UBERON:0002108	0.454740292309989	0.799613985898351	0.597785977859779	0.830831637944806	0.0804869739529802
AdultPeripheralBlood_B cell (Plasmocyte)	Adult	Lymphatic system	AdultPeripheralBlood	B cell (Plasmocyte)	B cell	CL:0000236	Blood	UBERON:0000178	0.627036094624563	0.708403265073444	0.675645756457565	0.831297458712186	0.0802435471403066
TS_Spleen_regulatory t cell	Adult	Lymphatic system	TS_Spleen	regulatory t cell	T cell	CL:0000084	Spleen	UBERON:0002106	0.454995245538763	0.798545752231033	0.599630996309963	0.831447083905852	0.08016538552922
TS_Spleen_cd4-positive, alpha-beta memory t cell	Adult	Lymphatic system	TS_Spleen	cd4-positive, alpha-beta memory t cell	T cell	CL:0000084	Spleen	UBERON:0002106	0.454995245538763	0.799613985898351	0.599630996309963	0.83191835620384	0.0799192929280017
Fetal_HCA_Pancreas_Myeloid cells	Fetal	Digestive system	Fetal_HCA_Pancreas	Myeloid cells	Myeloid cell	CL:0000763	Pancreas	UBERON:0001264	0.474283151060799	0.78026252215577	0.614760147601476	0.832066042168463	0.079842201820992
Fetal_HCA_Stomach_Vascular endothelial cells	Fetal	Digestive system	Fetal_HCA_Stomach	Vascular endothelial cells	Epithelial cell	CL:0000066	Stomach	UBERON:0000945	0.583144137345151	0.738724666861184	0.649446494464945	0.832130567055003	0.0798085245474914
AdultFallopiantube_Endothelial cell (APC)	Adult	Reproductive system	AdultFallopiantube	Endothelial cell (APC)	Endothelial cell	CL:0000115	Fallopian tube	UBERON:0003889	0.565043537690659	0.749900034457749	0.640959409594096	0.832785861248044	0.0794666567372895
AdultMuscle_T cell	Adult	Muscular system	AdultMuscle	T cell	T cell	CL:0000084	Muscle organ	UBERON:0001630	0.630289183954464	0.708238921432318	0.678966789667897	0.832943486750227	0.079384463449296
Fetal_HCA_Liver_Mesothelial cells	Fetal	Digestive system	Fetal_HCA_Liver	Mesothelial cells	Mesothelial cell	CL:0000077	Liver	UBERON:0002107	0.491778734840664	0.775085697460302	0.622140221402214	0.833923645675557	0.0788737116881737
Fetal_HCA_Adrenal_CSH1_CSH2 positive cells	Fetal	Endocrine system	Fetal_HCA_Adrenal	CSH1_CSH2 positive cells	Trophoblast cell	CL:0000351	Adrenal gland	UBERON:0002369	0.499923588440536	0.774305065164954	0.622878228782288	0.833986203605107	0.0788411337120591
FetalLung_Macrophage	Fetal	Respiratory system	FetalLung	Macrophage	Macrophage	CL:0000235	Lung	UBERON:0002048	0.537080781454228	0.762307979362759	0.632841328413284	0.834075315111448	0.0787947317837363
